W: 60, PAA: 7, A: 7, S: noreduction
50,0.004133333333333322,0.0991333333333333,56695,5251
100,0.0019333333333333425,0.029866666666666708,52991,9653
150,7.333333333333636E-4,0.00986666666666669,81229,13213
200,6.000000000000449E-4,0.008133333333333326,78739,20250
250,0.0013333333333332975,0.01313333333333333,97269,23329
300,6.666666666667043E-4,0.004266666666666641,93980,30914
350,0.0010000000000000009,0.0050000000000000044,94295,37075
400,0.0014666666666666162,0.0050000000000000044,100184,40716
450,0.0018666666666666831,0.0027333333333333654,125860,43978
500,0.0010000000000000009,0.003933333333333344,108838,53875
500,0.0013999999999999568,0.005733333333333368,103669,50388
600,0.0013333333333332975,0.005800000000000027,107716,63571
700,0.0011333333333333195,0.0030000000000000027,123367,81902
800,0.0011999999999999789,0.003666666666666707,151041,92064
900,0.0019333333333333425,0.0043999999999999595,126987,98570
1000,0.0012666666666666382,0.0031333333333333213,175874,122344
10,0.010399999999999965,0.23819999999999997,39785,1069
20,0.011466666666666625,0.136,43041,2025
30,0.009066666666666667,0.061866666666666625,47114,3278
40,0.0043999999999999595,0.05026666666666668,48505,3769
50,0.0015333333333333865,0.03926666666666667,52025,5700
100,0.0010000000000000009,0.015133333333333332,62160,9755
150,0.0011333333333333195,0.011733333333333373,83450,15771
200,0.0016000000000000458,0.008600000000000052,82604,19260
250,0.0013333333333332975,0.010600000000000054,92264,27102
300,0.0015333333333333865,0.009266666666666645,112795,31369
350,8.000000000000229E-4,0.006066666666666665,104831,39025
400,0.0018666666666666831,0.005666666666666709,105160,41449
450,0.0016000000000000458,0.0040000000000000036,118304,49900
500,0.0018666666666666831,0.006199999999999983,110826,53332
500,0.0011333333333333195,0.0029333333333333433,106268,55100
600,0.0017333333333333645,0.004266666666666641,132369,71849
700,0.0016666666666667052,0.004133333333333322,134299,80261
800,0.0020000000000000018,0.004066666666666663,114529,88420
900,0.0018000000000000238,0.003933333333333344,145045,102407
1000,0.0015333333333333865,0.0041999999999999815,149700,133028
10,0.04066666666666663,0.1632,40319,884
20,0.023933333333333362,0.262,42943,2073
30,0.0031333333333333213,0.03206666666666669,42886,3165
40,0.004133333333333322,0.0756,50577,3671
50,0.006733333333333369,0.03359999999999996,54410,5359
100,0.0010666666666666602,0.01100000000000001,65855,11132
150,0.0010666666666666602,0.006333333333333302,88268,14361
200,0.0015333333333333865,0.009466666666666623,77267,20310
250,0.0013333333333332975,0.00539999999999996,92456,27668
300,0.0012666666666666382,0.008199999999999985,100215,33887
350,0.0013333333333332975,0.007800000000000029,94306,38478
400,0.0016000000000000458,0.005933333333333346,93073,43138
450,0.0012666666666666382,0.004733333333333367,100121,47467
500,8.666666666666822E-4,0.004533333333333278,97909,57806
500,0.0018666666666666831,0.005333333333333301,107168,54040
600,0.0013999999999999568,0.0040000000000000036,121154,58629
700,0.0017333333333333645,0.005066666666666664,127230,74631
800,0.0018000000000000238,0.0040000000000000036,134904,92603
900,0.0015333333333333865,0.0031333333333333213,136196,108971
1000,0.0011999999999999789,0.0026000000000000467,144216,121587
10,0.13580000000000003,0.17446666666666666,40382,997
20,0.025466666666666637,0.135,44486,1785
30,0.004733333333333367,0.07353333333333334,51643,3251
40,0.00326666666666664,0.037799999999999945,51629,4147
50,0.004866666666666686,0.032200000000000006,48548,5182
100,0.0012666666666666382,0.01873333333333338,63812,11161
150,0.0018666666666666831,0.014800000000000035,78620,13711
200,0.0014666666666666162,0.012800000000000034,95911,21121
250,0.002266666666666639,0.008133333333333326,88881,26118
300,0.0015333333333333865,0.008000000000000007,80088,29912
350,0.0016000000000000458,0.0070666666666666655,80845,33662
400,0.002066666666666661,0.00886666666666669,101785,38296
450,0.0013333333333332975,0.004666666666666708,96155,51200
500,9.333333333333416E-4,0.0036000000000000476,114337,54067
500,0.0013333333333332975,0.003466666666666618,109498,60563
600,0.0014666666666666162,0.00546666666666662,128760,64151
700,0.0017333333333333645,0.0041999999999999815,145108,75633
800,0.0017333333333333645,0.004533333333333278,127336,93313
900,0.0018666666666666831,0.0025333333333333874,140833,108466
1000,0.0011333333333333195,0.003933333333333344,145099,128217
10,0.062133333333333374,0.11713333333333331,38851,1378
20,0.015933333333333355,0.05606666666666671,43483,2274
30,0.003933333333333344,0.06633333333333336,44179,2793
40,0.003466666666666618,0.10399999999999998,49245,4677
50,0.0017333333333333645,0.05066666666666664,48445,4775
100,0.0013333333333332975,0.009199999999999986,62746,11502
150,0.0016000000000000458,0.015866666666666696,93651,16435
200,0.0018000000000000238,0.015733333333333377,87791,19172
250,0.0013999999999999568,0.0031999999999999806,102563,24511
300,0.0017333333333333645,0.008933333333333349,84383,30846
350,0.0011333333333333195,0.0050000000000000044,88948,42107
400,0.0019333333333333425,0.005133333333333323,93427,43656
450,0.0023999999999999577,0.005666666666666709,114030,51598
500,0.0019333333333333425,0.00546666666666662,103182,51533
500,0.0014666666666666162,0.0041999999999999815,107987,55590
600,0.0018000000000000238,0.005533333333333279,112310,60527
700,0.0020000000000000018,0.0036000000000000476,126626,78276
800,0.0017333333333333645,0.0025333333333333874,142703,90571
900,0.0012666666666666382,0.004866666666666686,147805,93839
1000,0.0023333333333332984,0.002666666666666706,128761,120295
10,0.039933333333333376,0.15406666666666669,39743,928
20,0.014733333333333376,0.12526666666666664,40421,1872
30,0.0050000000000000044,0.05733333333333335,40887,2797
40,0.0033333333333332993,0.03713333333333335,44623,4195
50,0.0016000000000000458,0.02973333333333328,57922,5874
100,0.0011333333333333195,0.011866666666666692,49976,9703
150,0.0013333333333332975,0.011466666666666625,63267,16365
200,0.0021333333333333204,0.013266666666666649,76326,20227
250,0.0016666666666667052,0.010733333333333372,95289,28634
300,0.0021999999999999797,0.010666666666666713,91419,27332
350,0.0013999999999999568,0.008666666666666711,93086,38524
400,0.0014666666666666162,0.00660000000000005,90859,41372
450,0.0012666666666666382,0.004933333333333345,91311,42313
500,0.0012666666666666382,0.005533333333333279,106906,54814
500,0.0012666666666666382,0.006800000000000028,96007,55841
600,0.0015333333333333865,0.002266666666666639,106952,67024
700,0.0017333333333333645,0.0048000000000000265,126812,80929
800,0.0015333333333333865,0.003933333333333344,129517,90631
900,0.0015333333333333865,0.0031333333333333213,132204,112096
1000,0.0010666666666666602,0.0031999999999999806,138960,108108
10,0.03193333333333337,0.21033333333333337,38512,917
20,0.00539999999999996,0.04926666666666668,39968,1947
30,0.0037333333333333663,0.05459999999999998,41219,4025
40,0.003466666666666618,0.07013333333333338,47893,4467
50,0.0020000000000000018,0.040200000000000014,51870,4654
100,0.0010666666666666602,0.040000000000000036,68780,9304
150,0.0013333333333332975,0.011066666666666669,72563,15039
200,0.0010666666666666602,0.009600000000000053,88759,21011
250,8.000000000000229E-4,0.008066666666666666,96088,23674
300,0.0011999999999999789,0.005266666666666642,84616,31234
350,9.333333333333416E-4,0.00539999999999996,119143,35616
400,0.0016000000000000458,0.008399999999999963,92290,39105
450,0.0016666666666667052,0.007199999999999984,99746,47880
500,0.0011999999999999789,0.0036000000000000476,99180,54050
500,0.0014666666666666162,0.004466666666666619,108994,61106
600,0.0012666666666666382,0.006066666666666665,108930,66476
700,0.0010666666666666602,0.0043333333333333,127483,77049
800,0.0013999999999999568,0.00539999999999996,112070,86617
900,0.0016666666666667052,0.0030000000000000027,115976,99776
1000,0.0013999999999999568,0.004866666666666686,142135,103858
10,0.04786666666666661,0.264,38428,1050
20,0.012866666666666693,0.1438666666666667,40596,1911
30,0.009533333333333283,0.08679999999999999,44525,2680
40,0.0031333333333333213,0.05586666666666662,45849,3794
50,0.003066666666666662,0.03200000000000003,51620,4539
100,0.002266666666666639,0.02293333333333336,65775,10966
150,0.0016000000000000458,0.010466666666666624,69146,14978
200,0.0010000000000000009,0.009600000000000053,72492,20084
250,0.0014666666666666162,0.009533333333333283,70815,20332
300,0.0019333333333333425,0.010600000000000054,89567,27902
350,0.0015333333333333865,0.007333333333333303,107098,34425
400,0.0010666666666666602,0.007600000000000051,101838,47214
450,0.0011333333333333195,0.004133333333333322,101629,46417
500,0.0016666666666667052,0.007133333333333325,109895,46831
500,9.333333333333416E-4,0.00326666666666664,107310,53480
600,0.002266666666666639,0.003933333333333344,94239,64642
700,0.0013333333333332975,0.0023999999999999577,119387,77720
800,0.0016666666666667052,0.0041999999999999815,144409,88664
900,0.0023999999999999577,0.0038000000000000256,158541,96290
1000,0.0016666666666667052,0.0031333333333333213,136992,117432
10,0.03426666666666667,0.17179999999999995,39964,949
20,0.013333333333333308,0.10373333333333334,38255,1814
30,0.0046000000000000485,0.04859999999999998,43648,3044
40,0.0027333333333333654,0.028066666666666684,45298,3781
50,0.0016000000000000458,0.04920000000000002,49152,4234
100,0.0019333333333333425,0.017133333333333334,63802,9171
150,0.0014666666666666162,0.019466666666666632,63183,12884
200,0.0010000000000000009,0.006866666666666688,65011,18492
250,0.0013333333333332975,0.004666666666666708,77451,20624
300,0.0012666666666666382,0.004466666666666619,88246,29502
350,0.0011333333333333195,0.006000000000000005,78746,32307
400,0.0013999999999999568,0.006266666666666643,92785,40862
450,0.0011999999999999789,0.005199999999999982,100324,46786
500,0.0011999999999999789,0.0036000000000000476,99964,50967
500,0.0010000000000000009,0.0048000000000000265,110687,47322
600,0.0016666666666667052,0.004266666666666641,84952,58790
700,9.333333333333416E-4,0.0033999999999999586,115873,65386
800,0.0011333333333333195,0.0026000000000000467,109542,80230
900,0.0019333333333333425,0.0026000000000000467,100724,92329
1000,0.0015333333333333865,0.0040000000000000036,152373,114379
